"TIME","GEO","S_ADJ","AGE","SEX","Value"
"2001Q1","Norway","Seasonally adjusted data","Total","Total","3.3"
"2001Q2","Norway","Seasonally adjusted data","Total","Total","3.3"
"2001Q3","Norway","Seasonally adjusted data","Total","Total","3.5"
"2001Q4","Norway","Seasonally adjusted data","Total","Total","3.6"
"2002Q1","Norway","Seasonally adjusted data","Total","Total","3.7"
"2002Q2","Norway","Seasonally adjusted data","Total","Total","3.6"
"2002Q3","Norway","Seasonally adjusted data","Total","Total","3.6"
"2002Q4","Norway","Seasonally adjusted data","Total","Total","3.8"
"2003Q1","Norway","Seasonally adjusted data","Total","Total","4.0"
"2003Q2","Norway","Seasonally adjusted data","Total","Total","4.2"
"2003Q3","Norway","Seasonally adjusted data","Total","Total","4.3"
"2003Q4","Norway","Seasonally adjusted data","Total","Total","4.3"
"2004Q1","Norway","Seasonally adjusted data","Total","Total","4.1"
"2004Q2","Norway","Seasonally adjusted data","Total","Total","4.2"
"2004Q3","Norway","Seasonally adjusted data","Total","Total","4.4"
"2004Q4","Norway","Seasonally adjusted data","Total","Total","4.4"
"2005Q1","Norway","Seasonally adjusted data","Total","Total","4.5"
"2005Q2","Norway","Seasonally adjusted data","Total","Total","4.6"
"2005Q3","Norway","Seasonally adjusted data","Total","Total","4.6"
"2005Q4","Norway","Seasonally adjusted data","Total","Total","4.4"
"2006Q1","Norway","Seasonally adjusted data","Total","Total","3.9"
"2006Q2","Norway","Seasonally adjusted data","Total","Total","3.7"
"2006Q3","Norway","Seasonally adjusted data","Total","Total","3.3"
"2006Q4","Norway","Seasonally adjusted data","Total","Total","2.9"
"2007Q1","Norway","Seasonally adjusted data","Total","Total","2.6"
"2007Q2","Norway","Seasonally adjusted data","Total","Total","2.5"
"2007Q3","Norway","Seasonally adjusted data","Total","Total","2.5"
"2007Q4","Norway","Seasonally adjusted data","Total","Total","2.4"
"2008Q1","Norway","Seasonally adjusted data","Total","Total","2.4"
"2008Q2","Norway","Seasonally adjusted data","Total","Total","2.4"
"2008Q3","Norway","Seasonally adjusted data","Total","Total","2.5"
"2008Q4","Norway","Seasonally adjusted data","Total","Total","2.8"
"2009Q1","Norway","Seasonally adjusted data","Total","Total","3.0"
"2009Q2","Norway","Seasonally adjusted data","Total","Total","3.1"
"2009Q3","Norway","Seasonally adjusted data","Total","Total","3.2"
"2009Q4","Norway","Seasonally adjusted data","Total","Total","3.3"
"2010Q1","Norway","Seasonally adjusted data","Total","Total","3.5"
"2010Q2","Norway","Seasonally adjusted data","Total","Total","3.7"
"2010Q3","Norway","Seasonally adjusted data","Total","Total","3.5"
"2010Q4","Norway","Seasonally adjusted data","Total","Total","3.5"
"2011Q1","Norway","Seasonally adjusted data","Total","Total","3.3"
"2011Q2","Norway","Seasonally adjusted data","Total","Total","3.4"
"2011Q3","Norway","Seasonally adjusted data","Total","Total","3.3"
"2011Q4","Norway","Seasonally adjusted data","Total","Total","3.3"
"2012Q1","Norway","Seasonally adjusted data","Total","Total","3.1"
"2012Q2","Norway","Seasonally adjusted data","Total","Total","3.1"
"2012Q3","Norway","Seasonally adjusted data","Total","Total","3.1"
"2012Q4","Norway","Seasonally adjusted data","Total","Total","3.4"
"2013Q1","Norway","Seasonally adjusted data","Total","Total","3.6"
"2013Q2","Norway","Seasonally adjusted data","Total","Total","3.5"
"2013Q3","Norway","Seasonally adjusted data","Total","Total","3.5"
"2013Q4","Norway","Seasonally adjusted data","Total","Total","3.5"
"2014Q1","Norway","Seasonally adjusted data","Total","Total","3.4"
"2014Q2","Norway","Seasonally adjusted data","Total","Total","3.3"
"2014Q3","Norway","Seasonally adjusted data","Total","Total",":"
"1995Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"1995Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"1995Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"1995Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"1996Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"1996Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"1996Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"1996Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"1997Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"1997Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"1997Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"1997Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"1998Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"1998Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"1998Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"1998Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"1999Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"1999Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"1999Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"1999Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"2000Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"2000Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"2000Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"2000Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"2001Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"2001Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"2001Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"2001Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"2002Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"2002Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"2002Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"2002Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"2003Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"2003Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"2003Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"2003Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"2004Q1","Turkey","Seasonally adjusted data","Total","Total",":"
"2004Q2","Turkey","Seasonally adjusted data","Total","Total",":"
"2004Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"2004Q4","Turkey","Seasonally adjusted data","Total","Total",":"
"2005Q1","Turkey","Seasonally adjusted data","Total","Total","9.2"
"2005Q2","Turkey","Seasonally adjusted data","Total","Total","9.6"
"2005Q3","Turkey","Seasonally adjusted data","Total","Total","9.5"
"2005Q4","Turkey","Seasonally adjusted data","Total","Total","9.7"
"2006Q1","Turkey","Seasonally adjusted data","Total","Total","9.4"
"2006Q2","Turkey","Seasonally adjusted data","Total","Total","9.0"
"2006Q3","Turkey","Seasonally adjusted data","Total","Total","8.9"
"2006Q4","Turkey","Seasonally adjusted data","Total","Total","8.8"
"2007Q1","Turkey","Seasonally adjusted data","Total","Total","8.9"
"2007Q2","Turkey","Seasonally adjusted data","Total","Total","9.2"
"2007Q3","Turkey","Seasonally adjusted data","Total","Total","9.2"
"2007Q4","Turkey","Seasonally adjusted data","Total","Total","9.4"
"2008Q1","Turkey","Seasonally adjusted data","Total","Total","9.4"
"2008Q2","Turkey","Seasonally adjusted data","Total","Total","9.3"
"2008Q3","Turkey","Seasonally adjusted data","Total","Total","10.0"
"2008Q4","Turkey","Seasonally adjusted data","Total","Total","11.4"
"2009Q1","Turkey","Seasonally adjusted data","Total","Total","13.1"
"2009Q2","Turkey","Seasonally adjusted data","Total","Total","13.7"
"2009Q3","Turkey","Seasonally adjusted data","Total","Total","13.1"
"2009Q4","Turkey","Seasonally adjusted data","Total","Total","12.2"
"2010Q1","Turkey","Seasonally adjusted data","Total","Total","12.0"
"2010Q2","Turkey","Seasonally adjusted data","Total","Total","11.2"
"2010Q3","Turkey","Seasonally adjusted data","Total","Total","10.9"
"2010Q4","Turkey","Seasonally adjusted data","Total","Total","10.3"
"2011Q1","Turkey","Seasonally adjusted data","Total","Total","9.6"
"2011Q2","Turkey","Seasonally adjusted data","Total","Total","9.5"
"2011Q3","Turkey","Seasonally adjusted data","Total","Total","8.8"
"2011Q4","Turkey","Seasonally adjusted data","Total","Total","8.5"
"2012Q1","Turkey","Seasonally adjusted data","Total","Total","8.5"
"2012Q2","Turkey","Seasonally adjusted data","Total","Total","8.2"
"2012Q3","Turkey","Seasonally adjusted data","Total","Total","8.3"
"2012Q4","Turkey","Seasonally adjusted data","Total","Total","8.6"
"2013Q1","Turkey","Seasonally adjusted data","Total","Total","8.7"
"2013Q2","Turkey","Seasonally adjusted data","Total","Total","9.0"
"2013Q3","Turkey","Seasonally adjusted data","Total","Total","9.3"
"2013Q4","Turkey","Seasonally adjusted data","Total","Total","9.2"
"2014Q1","Turkey","Seasonally adjusted data","Total","Total","9.2"
"2014Q2","Turkey","Seasonally adjusted data","Total","Total","9.6"
"2014Q3","Turkey","Seasonally adjusted data","Total","Total",":"
"1995Q1","United States","Seasonally adjusted data","Total","Total","5.5"
"1995Q2","United States","Seasonally adjusted data","Total","Total","5.7"
"1995Q3","United States","Seasonally adjusted data","Total","Total","5.7"
"1995Q4","United States","Seasonally adjusted data","Total","Total","5.6"
"1996Q1","United States","Seasonally adjusted data","Total","Total","5.5"
"1996Q2","United States","Seasonally adjusted data","Total","Total","5.5"
"1996Q3","United States","Seasonally adjusted data","Total","Total","5.3"
"1996Q4","United States","Seasonally adjusted data","Total","Total","5.3"
"1997Q1","United States","Seasonally adjusted data","Total","Total","5.2"
"1997Q2","United States","Seasonally adjusted data","Total","Total","5.0"
"1997Q3","United States","Seasonally adjusted data","Total","Total","4.9"
"1997Q4","United States","Seasonally adjusted data","Total","Total","4.7"
"1998Q1","United States","Seasonally adjusted data","Total","Total","4.6"
"1998Q2","United States","Seasonally adjusted data","Total","Total","4.4"
"1998Q3","United States","Seasonally adjusted data","Total","Total","4.5"
"1998Q4","United States","Seasonally adjusted data","Total","Total","4.4"
"1999Q1","United States","Seasonally adjusted data","Total","Total","4.3"
"1999Q2","United States","Seasonally adjusted data","Total","Total","4.3"
"1999Q3","United States","Seasonally adjusted data","Total","Total","4.2"
"1999Q4","United States","Seasonally adjusted data","Total","Total","4.1"
"2000Q1","United States","Seasonally adjusted data","Total","Total","4.0"
"2000Q2","United States","Seasonally adjusted data","Total","Total","3.9"
"2000Q3","United States","Seasonally adjusted data","Total","Total","4.0"
"2000Q4","United States","Seasonally adjusted data","Total","Total","3.9"
"2001Q1","United States","Seasonally adjusted data","Total","Total","4.2"
"2001Q2","United States","Seasonally adjusted data","Total","Total","4.4"
"2001Q3","United States","Seasonally adjusted data","Total","Total","4.8"
"2001Q4","United States","Seasonally adjusted data","Total","Total","5.5"
"2002Q1","United States","Seasonally adjusted data","Total","Total","5.7"
"2002Q2","United States","Seasonally adjusted data","Total","Total","5.8"
"2002Q3","United States","Seasonally adjusted data","Total","Total","5.7"
"2002Q4","United States","Seasonally adjusted data","Total","Total","5.9"
"2003Q1","United States","Seasonally adjusted data","Total","Total","5.9"
"2003Q2","United States","Seasonally adjusted data","Total","Total","6.1"
"2003Q3","United States","Seasonally adjusted data","Total","Total","6.1"
"2003Q4","United States","Seasonally adjusted data","Total","Total","5.8"
"2004Q1","United States","Seasonally adjusted data","Total","Total","5.7"
"2004Q2","United States","Seasonally adjusted data","Total","Total","5.6"
"2004Q3","United States","Seasonally adjusted data","Total","Total","5.4"
"2004Q4","United States","Seasonally adjusted data","Total","Total","5.4"
"2005Q1","United States","Seasonally adjusted data","Total","Total","5.3"
"2005Q2","United States","Seasonally adjusted data","Total","Total","5.1"
"2005Q3","United States","Seasonally adjusted data","Total","Total","5.0"
"2005Q4","United States","Seasonally adjusted data","Total","Total","5.0"
"2006Q1","United States","Seasonally adjusted data","Total","Total","4.7"
"2006Q2","United States","Seasonally adjusted data","Total","Total","4.6"
"2006Q3","United States","Seasonally adjusted data","Total","Total","4.6"
"2006Q4","United States","Seasonally adjusted data","Total","Total","4.4"
"2007Q1","United States","Seasonally adjusted data","Total","Total","4.5"
"2007Q2","United States","Seasonally adjusted data","Total","Total","4.5"
"2007Q3","United States","Seasonally adjusted data","Total","Total","4.7"
"2007Q4","United States","Seasonally adjusted data","Total","Total","4.8"
"2008Q1","United States","Seasonally adjusted data","Total","Total","5.0"
"2008Q2","United States","Seasonally adjusted data","Total","Total","5.3"
"2008Q3","United States","Seasonally adjusted data","Total","Total","6.0"
"2008Q4","United States","Seasonally adjusted data","Total","Total","6.9"
"2009Q1","United States","Seasonally adjusted data","Total","Total","8.3"
"2009Q2","United States","Seasonally adjusted data","Total","Total","9.3"
"2009Q3","United States","Seasonally adjusted data","Total","Total","9.6"
"2009Q4","United States","Seasonally adjusted data","Total","Total","9.9"
"2010Q1","United States","Seasonally adjusted data","Total","Total","9.8"
"2010Q2","United States","Seasonally adjusted data","Total","Total","9.6"
"2010Q3","United States","Seasonally adjusted data","Total","Total","9.5"
"2010Q4","United States","Seasonally adjusted data","Total","Total","9.6"
"2011Q1","United States","Seasonally adjusted data","Total","Total","9.0"
"2011Q2","United States","Seasonally adjusted data","Total","Total","9.1"
"2011Q3","United States","Seasonally adjusted data","Total","Total","9.0"
"2011Q4","United States","Seasonally adjusted data","Total","Total","8.6"
"2012Q1","United States","Seasonally adjusted data","Total","Total","8.2"
"2012Q2","United States","Seasonally adjusted data","Total","Total","8.2"
"2012Q3","United States","Seasonally adjusted data","Total","Total","8.0"
"2012Q4","United States","Seasonally adjusted data","Total","Total","7.8"
"2013Q1","United States","Seasonally adjusted data","Total","Total","7.7"
"2013Q2","United States","Seasonally adjusted data","Total","Total","7.5"
"2013Q3","United States","Seasonally adjusted data","Total","Total","7.2"
"2013Q4","United States","Seasonally adjusted data","Total","Total","7.0"
"2014Q1","United States","Seasonally adjusted data","Total","Total","6.7"
"2014Q2","United States","Seasonally adjusted data","Total","Total","6.2"
"2014Q3","United States","Seasonally adjusted data","Total","Total","6.1"
"1995Q1","Japan","Seasonally adjusted data","Total","Total","3.0"
"1995Q2","Japan","Seasonally adjusted data","Total","Total","3.1"
"1995Q3","Japan","Seasonally adjusted data","Total","Total","3.2"
"1995Q4","Japan","Seasonally adjusted data","Total","Total","3.3"
"1996Q1","Japan","Seasonally adjusted data","Total","Total","3.4"
"1996Q2","Japan","Seasonally adjusted data","Total","Total","3.4"
"1996Q3","Japan","Seasonally adjusted data","Total","Total","3.3"
"1996Q4","Japan","Seasonally adjusted data","Total","Total","3.4"
"1997Q1","Japan","Seasonally adjusted data","Total","Total","3.3"
"1997Q2","Japan","Seasonally adjusted data","Total","Total","3.3"
"1997Q3","Japan","Seasonally adjusted data","Total","Total","3.4"
"1997Q4","Japan","Seasonally adjusted data","Total","Total","3.5"
"1998Q1","Japan","Seasonally adjusted data","Total","Total","3.7"
"1998Q2","Japan","Seasonally adjusted data","Total","Total","4.1"
"1998Q3","Japan","Seasonally adjusted data","Total","Total","4.3"
"1998Q4","Japan","Seasonally adjusted data","Total","Total","4.4"
"1999Q1","Japan","Seasonally adjusted data","Total","Total","4.6"
"1999Q2","Japan","Seasonally adjusted data","Total","Total","4.7"
"1999Q3","Japan","Seasonally adjusted data","Total","Total","4.7"
"1999Q4","Japan","Seasonally adjusted data","Total","Total","4.6"
"2000Q1","Japan","Seasonally adjusted data","Total","Total","4.8"
"2000Q2","Japan","Seasonally adjusted data","Total","Total","4.7"
"2000Q3","Japan","Seasonally adjusted data","Total","Total","4.7"
"2000Q4","Japan","Seasonally adjusted data","Total","Total","4.7"
"2001Q1","Japan","Seasonally adjusted data","Total","Total","4.8"
"2001Q2","Japan","Seasonally adjusted data","Total","Total","4.9"
"2001Q3","Japan","Seasonally adjusted data","Total","Total","5.1"
"2001Q4","Japan","Seasonally adjusted data","Total","Total","5.4"
"2002Q1","Japan","Seasonally adjusted data","Total","Total","5.3"
