"TIME","GEO","S_ADJ","AGE","SEX","Value"
"2012Q4","Ireland","Seasonally adjusted data","Total","Total","14.3"
"2013Q1","Ireland","Seasonally adjusted data","Total","Total","13.7"
"2013Q2","Ireland","Seasonally adjusted data","Total","Total","13.7"
"2013Q3","Ireland","Seasonally adjusted data","Total","Total","12.8"
"2013Q4","Ireland","Seasonally adjusted data","Total","Total","12.2"
"2014Q1","Ireland","Seasonally adjusted data","Total","Total","12.0"
"2014Q2","Ireland","Seasonally adjusted data","Total","Total","11.7"
"2014Q3","Ireland","Seasonally adjusted data","Total","Total","11.4"
"1995Q1","Greece","Seasonally adjusted data","Total","Total",":"
"1995Q2","Greece","Seasonally adjusted data","Total","Total",":"
"1995Q3","Greece","Seasonally adjusted data","Total","Total",":"
"1995Q4","Greece","Seasonally adjusted data","Total","Total",":"
"1996Q1","Greece","Seasonally adjusted data","Total","Total",":"
"1996Q2","Greece","Seasonally adjusted data","Total","Total",":"
"1996Q3","Greece","Seasonally adjusted data","Total","Total",":"
"1996Q4","Greece","Seasonally adjusted data","Total","Total",":"
"1997Q1","Greece","Seasonally adjusted data","Total","Total",":"
"1997Q2","Greece","Seasonally adjusted data","Total","Total",":"
"1997Q3","Greece","Seasonally adjusted data","Total","Total",":"
"1997Q4","Greece","Seasonally adjusted data","Total","Total",":"
"1998Q1","Greece","Seasonally adjusted data","Total","Total",":"
"1998Q2","Greece","Seasonally adjusted data","Total","Total","10.9"
"1998Q3","Greece","Seasonally adjusted data","Total","Total","11.1"
"1998Q4","Greece","Seasonally adjusted data","Total","Total","11.3"
"1999Q1","Greece","Seasonally adjusted data","Total","Total","11.4"
"1999Q2","Greece","Seasonally adjusted data","Total","Total","12.0"
"1999Q3","Greece","Seasonally adjusted data","Total","Total","12.0"
"1999Q4","Greece","Seasonally adjusted data","Total","Total","12.3"
"2000Q1","Greece","Seasonally adjusted data","Total","Total","11.6"
"2000Q2","Greece","Seasonally adjusted data","Total","Total","11.5"
"2000Q3","Greece","Seasonally adjusted data","Total","Total","11.2"
"2000Q4","Greece","Seasonally adjusted data","Total","Total","10.6"
"2001Q1","Greece","Seasonally adjusted data","Total","Total","10.5"
"2001Q2","Greece","Seasonally adjusted data","Total","Total","10.7"
"2001Q3","Greece","Seasonally adjusted data","Total","Total","10.6"
"2001Q4","Greece","Seasonally adjusted data","Total","Total","10.9"
"2002Q1","Greece","Seasonally adjusted data","Total","Total","10.7"
"2002Q2","Greece","Seasonally adjusted data","Total","Total","10.3"
"2002Q3","Greece","Seasonally adjusted data","Total","Total","10.2"
"2002Q4","Greece","Seasonally adjusted data","Total","Total","10.0"
"2003Q1","Greece","Seasonally adjusted data","Total","Total","9.7"
"2003Q2","Greece","Seasonally adjusted data","Total","Total","9.7"
"2003Q3","Greece","Seasonally adjusted data","Total","Total","9.7"
"2003Q4","Greece","Seasonally adjusted data","Total","Total","9.9"
"2004Q1","Greece","Seasonally adjusted data","Total","Total","11.0"
"2004Q2","Greece","Seasonally adjusted data","Total","Total","10.6"
"2004Q3","Greece","Seasonally adjusted data","Total","Total","10.4"
"2004Q4","Greece","Seasonally adjusted data","Total","Total","10.4"
"2005Q1","Greece","Seasonally adjusted data","Total","Total","10.2"
"2005Q2","Greece","Seasonally adjusted data","Total","Total","10.0"
"2005Q3","Greece","Seasonally adjusted data","Total","Total","10.0"
"2005Q4","Greece","Seasonally adjusted data","Total","Total","9.8"
"2006Q1","Greece","Seasonally adjusted data","Total","Total","9.5"
"2006Q2","Greece","Seasonally adjusted data","Total","Total","9.0"
"2006Q3","Greece","Seasonally adjusted data","Total","Total","8.7"
"2006Q4","Greece","Seasonally adjusted data","Total","Total","8.8"
"2007Q1","Greece","Seasonally adjusted data","Total","Total","8.9"
"2007Q2","Greece","Seasonally adjusted data","Total","Total","8.4"
"2007Q3","Greece","Seasonally adjusted data","Total","Total","8.2"
"2007Q4","Greece","Seasonally adjusted data","Total","Total","8.1"
"2008Q1","Greece","Seasonally adjusted data","Total","Total","8.1"
"2008Q2","Greece","Seasonally adjusted data","Total","Total","7.5"
"2008Q3","Greece","Seasonally adjusted data","Total","Total","7.5"
"2008Q4","Greece","Seasonally adjusted data","Total","Total","8.0"
"2009Q1","Greece","Seasonally adjusted data","Total","Total","9.1"
"2009Q2","Greece","Seasonally adjusted data","Total","Total","9.3"
"2009Q3","Greece","Seasonally adjusted data","Total","Total","9.7"
"2009Q4","Greece","Seasonally adjusted data","Total","Total","10.4"
"2010Q1","Greece","Seasonally adjusted data","Total","Total","11.4"
"2010Q2","Greece","Seasonally adjusted data","Total","Total","12.2"
"2010Q3","Greece","Seasonally adjusted data","Total","Total","13.0"
"2010Q4","Greece","Seasonally adjusted data","Total","Total","14.3"
"2011Q1","Greece","Seasonally adjusted data","Total","Total","15.6"
"2011Q2","Greece","Seasonally adjusted data","Total","Total","16.8"
"2011Q3","Greece","Seasonally adjusted data","Total","Total","18.4"
"2011Q4","Greece","Seasonally adjusted data","Total","Total","20.8"
"2012Q1","Greece","Seasonally adjusted data","Total","Total","22.3"
"2012Q2","Greece","Seasonally adjusted data","Total","Total","24.0"
"2012Q3","Greece","Seasonally adjusted data","Total","Total","25.6"
"2012Q4","Greece","Seasonally adjusted data","Total","Total","26.3"
"2013Q1","Greece","Seasonally adjusted data","Total","Total","27.0"
"2013Q2","Greece","Seasonally adjusted data","Total","Total","27.6"
"2013Q3","Greece","Seasonally adjusted data","Total","Total","27.9"
"2013Q4","Greece","Seasonally adjusted data","Total","Total","27.6"
"2014Q1","Greece","Seasonally adjusted data","Total","Total","27.2"
"2014Q2","Greece","Seasonally adjusted data","Total","Total","26.8"
"2014Q3","Greece","Seasonally adjusted data","Total","Total",":"
"1995Q1","Spain","Seasonally adjusted data","Total","Total","21.2"
"1995Q2","Spain","Seasonally adjusted data","Total","Total","20.6"
"1995Q3","Spain","Seasonally adjusted data","Total","Total","20.8"
"1995Q4","Spain","Seasonally adjusted data","Total","Total","20.6"
"1996Q1","Spain","Seasonally adjusted data","Total","Total","20.4"
"1996Q2","Spain","Seasonally adjusted data","Total","Total","20.0"
"1996Q3","Spain","Seasonally adjusted data","Total","Total","19.7"
"1996Q4","Spain","Seasonally adjusted data","Total","Total","19.2"
"1997Q1","Spain","Seasonally adjusted data","Total","Total","18.9"
"1997Q2","Spain","Seasonally adjusted data","Total","Total","18.7"
"1997Q3","Spain","Seasonally adjusted data","Total","Total","18.2"
"1997Q4","Spain","Seasonally adjusted data","Total","Total","17.7"
"1998Q1","Spain","Seasonally adjusted data","Total","Total","17.1"
"1998Q2","Spain","Seasonally adjusted data","Total","Total","16.8"
"1998Q3","Spain","Seasonally adjusted data","Total","Total","16.2"
"1998Q4","Spain","Seasonally adjusted data","Total","Total","15.6"
"1999Q1","Spain","Seasonally adjusted data","Total","Total","14.5"
"1999Q2","Spain","Seasonally adjusted data","Total","Total","13.7"
"1999Q3","Spain","Seasonally adjusted data","Total","Total","13.3"
"1999Q4","Spain","Seasonally adjusted data","Total","Total","13.0"
"2000Q1","Spain","Seasonally adjusted data","Total","Total","12.6"
"2000Q2","Spain","Seasonally adjusted data","Total","Total","12.1"
"2000Q3","Spain","Seasonally adjusted data","Total","Total","11.7"
"2000Q4","Spain","Seasonally adjusted data","Total","Total","11.3"
"2001Q1","Spain","Seasonally adjusted data","Total","Total","10.7"
"2001Q2","Spain","Seasonally adjusted data","Total","Total","10.6"
"2001Q3","Spain","Seasonally adjusted data","Total","Total","10.4"
"2001Q4","Spain","Seasonally adjusted data","Total","Total","10.6"
"2002Q1","Spain","Seasonally adjusted data","Total","Total","11.2"
"2002Q2","Spain","Seasonally adjusted data","Total","Total","11.4"
"2002Q3","Spain","Seasonally adjusted data","Total","Total","11.6"
"2002Q4","Spain","Seasonally adjusted data","Total","Total","11.6"
"2003Q1","Spain","Seasonally adjusted data","Total","Total","11.7"
"2003Q2","Spain","Seasonally adjusted data","Total","Total","11.5"
"2003Q3","Spain","Seasonally adjusted data","Total","Total","11.5"
"2003Q4","Spain","Seasonally adjusted data","Total","Total","11.4"
"2004Q1","Spain","Seasonally adjusted data","Total","Total","11.2"
"2004Q2","Spain","Seasonally adjusted data","Total","Total","11.2"
"2004Q3","Spain","Seasonally adjusted data","Total","Total","11.0"
"2004Q4","Spain","Seasonally adjusted data","Total","Total","10.5"
"2005Q1","Spain","Seasonally adjusted data","Total","Total","9.8"
"2005Q2","Spain","Seasonally adjusted data","Total","Total","9.4"
"2005Q3","Spain","Seasonally adjusted data","Total","Total","8.7"
"2005Q4","Spain","Seasonally adjusted data","Total","Total","8.7"
"2006Q1","Spain","Seasonally adjusted data","Total","Total","8.7"
"2006Q2","Spain","Seasonally adjusted data","Total","Total","8.5"
"2006Q3","Spain","Seasonally adjusted data","Total","Total","8.4"
"2006Q4","Spain","Seasonally adjusted data","Total","Total","8.3"
"2007Q1","Spain","Seasonally adjusted data","Total","Total","8.0"
"2007Q2","Spain","Seasonally adjusted data","Total","Total","8.0"
"2007Q3","Spain","Seasonally adjusted data","Total","Total","8.4"
"2007Q4","Spain","Seasonally adjusted data","Total","Total","8.6"
"2008Q1","Spain","Seasonally adjusted data","Total","Total","9.1"
"2008Q2","Spain","Seasonally adjusted data","Total","Total","10.4"
"2008Q3","Spain","Seasonally adjusted data","Total","Total","11.7"
"2008Q4","Spain","Seasonally adjusted data","Total","Total","13.9"
"2009Q1","Spain","Seasonally adjusted data","Total","Total","16.5"
"2009Q2","Spain","Seasonally adjusted data","Total","Total","17.7"
"2009Q3","Spain","Seasonally adjusted data","Total","Total","18.3"
"2009Q4","Spain","Seasonally adjusted data","Total","Total","18.9"
"2010Q1","Spain","Seasonally adjusted data","Total","Total","19.2"
"2010Q2","Spain","Seasonally adjusted data","Total","Total","19.9"
"2010Q3","Spain","Seasonally adjusted data","Total","Total","20.1"
"2010Q4","Spain","Seasonally adjusted data","Total","Total","20.3"
"2011Q1","Spain","Seasonally adjusted data","Total","Total","20.5"
"2011Q2","Spain","Seasonally adjusted data","Total","Total","20.7"
"2011Q3","Spain","Seasonally adjusted data","Total","Total","21.8"
"2011Q4","Spain","Seasonally adjusted data","Total","Total","22.7"
"2012Q1","Spain","Seasonally adjusted data","Total","Total","23.5"
"2012Q2","Spain","Seasonally adjusted data","Total","Total","24.5"
"2012Q3","Spain","Seasonally adjusted data","Total","Total","25.3"
"2012Q4","Spain","Seasonally adjusted data","Total","Total","25.9"
"2013Q1","Spain","Seasonally adjusted data","Total","Total","26.2"
"2013Q2","Spain","Seasonally adjusted data","Total","Total","26.2"
"2013Q3","Spain","Seasonally adjusted data","Total","Total","26.2"
"2013Q4","Spain","Seasonally adjusted data","Total","Total","25.8"
"2014Q1","Spain","Seasonally adjusted data","Total","Total","25.2"
"2014Q2","Spain","Seasonally adjusted data","Total","Total","24.7"
"2014Q3","Spain","Seasonally adjusted data","Total","Total","24.2"
"1995Q1","France","Seasonally adjusted data","Total","Total","11.8"
"1995Q2","France","Seasonally adjusted data","Total","Total","11.9"
"1995Q3","France","Seasonally adjusted data","Total","Total","12.0"
"1995Q4","France","Seasonally adjusted data","Total","Total","12.2"
"1996Q1","France","Seasonally adjusted data","Total","Total","12.3"
"1996Q2","France","Seasonally adjusted data","Total","Total","12.4"
"1996Q3","France","Seasonally adjusted data","Total","Total","12.4"
"1996Q4","France","Seasonally adjusted data","Total","Total","12.5"
"1997Q1","France","Seasonally adjusted data","Total","Total","12.5"
"1997Q2","France","Seasonally adjusted data","Total","Total","12.4"
"1997Q3","France","Seasonally adjusted data","Total","Total","12.3"
"1997Q4","France","Seasonally adjusted data","Total","Total","12.2"
"1998Q1","France","Seasonally adjusted data","Total","Total","12.0"
"1998Q2","France","Seasonally adjusted data","Total","Total","12.1"
"1998Q3","France","Seasonally adjusted data","Total","Total","12.1"
"1998Q4","France","Seasonally adjusted data","Total","Total","12.0"
"1999Q1","France","Seasonally adjusted data","Total","Total","11.9"
"1999Q2","France","Seasonally adjusted data","Total","Total","11.5"
"1999Q3","France","Seasonally adjusted data","Total","Total","11.1"
"1999Q4","France","Seasonally adjusted data","Total","Total","10.7"
"2000Q1","France","Seasonally adjusted data","Total","Total","10.2"
"2000Q2","France","Seasonally adjusted data","Total","Total","9.7"
"2000Q3","France","Seasonally adjusted data","Total","Total","9.3"
"2000Q4","France","Seasonally adjusted data","Total","Total","8.9"
"2001Q1","France","Seasonally adjusted data","Total","Total","8.7"
"2001Q2","France","Seasonally adjusted data","Total","Total","8.7"
"2001Q3","France","Seasonally adjusted data","Total","Total","8.8"
"2001Q4","France","Seasonally adjusted data","Total","Total","8.8"
"2002Q1","France","Seasonally adjusted data","Total","Total","8.8"
"2002Q2","France","Seasonally adjusted data","Total","Total","8.6"
"2002Q3","France","Seasonally adjusted data","Total","Total","8.6"
"2002Q4","France","Seasonally adjusted data","Total","Total","8.5"
"2003Q1","France","Seasonally adjusted data","Total","Total","8.4"
"2003Q2","France","Seasonally adjusted data","Total","Total","8.6"
"2003Q3","France","Seasonally adjusted data","Total","Total","8.5"
"2003Q4","France","Seasonally adjusted data","Total","Total","8.8"
"2004Q1","France","Seasonally adjusted data","Total","Total","9.0"
"2004Q2","France","Seasonally adjusted data","Total","Total","8.8"
"2004Q3","France","Seasonally adjusted data","Total","Total","8.9"
"2004Q4","France","Seasonally adjusted data","Total","Total","8.9"
"2005Q1","France","Seasonally adjusted data","Total","Total","8.7"
"2005Q2","France","Seasonally adjusted data","Total","Total","8.8"
"2005Q3","France","Seasonally adjusted data","Total","Total","9.0"
"2005Q4","France","Seasonally adjusted data","Total","Total","9.1"
"2006Q1","France","Seasonally adjusted data","Total","Total","9.1"
"2006Q2","France","Seasonally adjusted data","Total","Total","8.9"
"2006Q3","France","Seasonally adjusted data","Total","Total","8.9"
"2006Q4","France","Seasonally adjusted data","Total","Total","8.5"
"2007Q1","France","Seasonally adjusted data","Total","Total","8.4"
"2007Q2","France","Seasonally adjusted data","Total","Total","8.2"
"2007Q3","France","Seasonally adjusted data","Total","Total","7.9"
"2007Q4","France","Seasonally adjusted data","Total","Total","7.5"
"2008Q1","France","Seasonally adjusted data","Total","Total","7.2"
"2008Q2","France","Seasonally adjusted data","Total","Total","7.4"
"2008Q3","France","Seasonally adjusted data","Total","Total","7.5"
"2008Q4","France","Seasonally adjusted data","Total","Total","7.9"
"2009Q1","France","Seasonally adjusted data","Total","Total","8.5"
"2009Q2","France","Seasonally adjusted data","Total","Total","9.1"
"2009Q3","France","Seasonally adjusted data","Total","Total","9.2"
"2009Q4","France","Seasonally adjusted data","Total","Total","9.5"
"2010Q1","France","Seasonally adjusted data","Total","Total","9.4"
"2010Q2","France","Seasonally adjusted data","Total","Total","9.3"
"2010Q3","France","Seasonally adjusted data","Total","Total","9.2"
"2010Q4","France","Seasonally adjusted data","Total","Total","9.2"
"2011Q1","France","Seasonally adjusted data","Total","Total","9.2"
"2011Q2","France","Seasonally adjusted data","Total","Total","9.1"
"2011Q3","France","Seasonally adjusted data","Total","Total","9.2"
"2011Q4","France","Seasonally adjusted data","Total","Total","9.3"
"2012Q1","France","Seasonally adjusted data","Total","Total","9.5"
"2012Q2","France","Seasonally adjusted data","Total","Total","9.7"
"2012Q3","France","Seasonally adjusted data","Total","Total","9.8"
"2012Q4","France","Seasonally adjusted data","Total","Total","10.2"
"2013Q1","France","Seasonally adjusted data","Total","Total","10.3"
"2013Q2","France","Seasonally adjusted data","Total","Total","10.3"
"2013Q3","France","Seasonally adjusted data","Total","Total","10.3"
"2013Q4","France","Seasonally adjusted data","Total","Total","10.2"
"2014Q1","France","Seasonally adjusted data","Total","Total","10.1"
"2014Q2","France","Seasonally adjusted data","Total","Total","10.2"
"2014Q3","France","Seasonally adjusted data","Total","Total","10.5"
"1995Q1","Croatia","Seasonally adjusted data","Total","Total",":"
"1995Q2","Croatia","Seasonally adjusted data","Total","Total",":"
"1995Q3","Croatia","Seasonally adjusted data","Total","Total",":"
"1995Q4","Croatia","Seasonally adjusted data","Total","Total",":"
"1996Q1","Croatia","Seasonally adjusted data","Total","Total",":"
"1996Q2","Croatia","Seasonally adjusted data","Total","Total",":"
"1996Q3","Croatia","Seasonally adjusted data","Total","Total",":"
"1996Q4","Croatia","Seasonally adjusted data","Total","Total",":"
"1997Q1","Croatia","Seasonally adjusted data","Total","Total",":"
"1997Q2","Croatia","Seasonally adjusted data","Total","Total",":"
"1997Q3","Croatia","Seasonally adjusted data","Total","Total",":"
"1997Q4","Croatia","Seasonally adjusted data","Total","Total",":"
"1998Q1","Croatia","Seasonally adjusted data","Total","Total",":"
"1998Q2","Croatia","Seasonally adjusted data","Total","Total",":"
"1998Q3","Croatia","Seasonally adjusted data","Total","Total",":"
"1998Q4","Croatia","Seasonally adjusted data","Total","Total",":"
"1999Q1","Croatia","Seasonally adjusted data","Total","Total",":"
"1999Q2","Croatia","Seasonally adjusted data","Total","Total",":"
"1999Q3","Croatia","Seasonally adjusted data","Total","Total",":"
"1999Q4","Croatia","Seasonally adjusted data","Total","Total",":"
"2000Q1","Croatia","Seasonally adjusted data","Total","Total","14.6"
"2000Q2","Croatia","Seasonally adjusted data","Total","Total","15.7"
"2000Q3","Croatia","Seasonally adjusted data","Total","Total","16.5"
"2000Q4","Croatia","Seasonally adjusted data","Total","Total","16.6"
"2001Q1","Croatia","Seasonally adjusted data","Total","Total","16.3"
"2001Q2","Croatia","Seasonally adjusted data","Total","Total","15.7"
"2001Q3","Croatia","Seasonally adjusted data","Total","Total","15.5"
"2001Q4","Croatia","Seasonally adjusted data","Total","Total","16.1"
"2002Q1","Croatia","Seasonally adjusted data","Total","Total","15.7"
"2002Q2","Croatia","Seasonally adjusted data","Total","Total","15.4"
"2002Q3","Croatia","Seasonally adjusted data","Total","Total","15.0"
"2002Q4","Croatia","Seasonally adjusted data","Total","Total","14.3"
"2003Q1","Croatia","Seasonally adjusted data","Total","Total","14.0"
"2003Q2","Croatia","Seasonally adjusted data","Total","Total","14.2"
"2003Q3","Croatia","Seasonally adjusted data","Total","Total","14.2"
"2003Q4","Croatia","Seasonally adjusted data","Total","Total","14.3"
"2004Q1","Croatia","Seasonally adjusted data","Total","Total","14.0"
"2004Q2","Croatia","Seasonally adjusted data","Total","Total","13.9"
"2004Q3","Croatia","Seasonally adjusted data","Total","Total","14.1"
"2004Q4","Croatia","Seasonally adjusted data","Total","Total","13.7"
"2005Q1","Croatia","Seasonally adjusted data","Total","Total","13.2"
"2005Q2","Croatia","Seasonally adjusted data","Total","Total","13.2"
"2005Q3","Croatia","Seasonally adjusted data","Total","Total","12.9"
"2005Q4","Croatia","Seasonally adjusted data","Total","Total","12.4"
"2006Q1","Croatia","Seasonally adjusted data","Total","Total","12.3"
"2006Q2","Croatia","Seasonally adjusted data","Total","Total","12.2"
"2006Q3","Croatia","Seasonally adjusted data","Total","Total","11.3"
"2006Q4","Croatia","Seasonally adjusted data","Total","Total","10.7"
"2007Q1","Croatia","Seasonally adjusted data","Total","Total","10.8"
"2007Q2","Croatia","Seasonally adjusted data","Total","Total","9.8"
"2007Q3","Croatia","Seasonally adjusted data","Total","Total","9.5"
"2007Q4","Croatia","Seasonally adjusted data","Total","Total","9.9"
"2008Q1","Croatia","Seasonally adjusted data","Total","Total","9.6"
"2008Q2","Croatia","Seasonally adjusted data","Total","Total","8.6"
"2008Q3","Croatia","Seasonally adjusted data","Total","Total","8.3"
"2008Q4","Croatia","Seasonally adjusted data","Total","Total","9.2"
"2009Q1","Croatia","Seasonally adjusted data","Total","Total","9.1"
"2009Q2","Croatia","Seasonally adjusted data","Total","Total","9.5"
"2009Q3","Croatia","Seasonally adjusted data","Total","Total","10.0"
"2009Q4","Croatia","Seasonally adjusted data","Total","Total","9.9"
"2010Q1","Croatia","Seasonally adjusted data","Total","Total","10.8"
"2010Q2","Croatia","Seasonally adjusted data","Total","Total","12.8"
"2010Q3","Croatia","Seasonally adjusted data","Total","Total","12.9"
"2010Q4","Croatia","Seasonally adjusted data","Total","Total","12.6"
"2011Q1","Croatia","Seasonally adjusted data","Total","Total","13.5"
"2011Q2","Croatia","Seasonally adjusted data","Total","Total","14.0"
"2011Q3","Croatia","Seasonally adjusted data","Total","Total","13.8"
"2011Q4","Croatia","Seasonally adjusted data","Total","Total","14.1"
"2012Q1","Croatia","Seasonally adjusted data","Total","Total","15.3"
"2012Q2","Croatia","Seasonally adjusted data","Total","Total","15.2"
"2012Q3","Croatia","Seasonally adjusted data","Total","Total","16.1"
"2012Q4","Croatia","Seasonally adjusted data","Total","Total","17.7"
"2013Q1","Croatia","Seasonally adjusted data","Total","Total","16.7"
"2013Q2","Croatia","Seasonally adjusted data","Total","Total","17.1"
"2013Q3","Croatia","Seasonally adjusted data","Total","Total","18.1"
"2013Q4","Croatia","Seasonally adjusted data","Total","Total","17.4"
"2014Q1","Croatia","Seasonally adjusted data","Total","Total","17.4"
"2014Q2","Croatia","Seasonally adjusted data","Total","Total","16.9"
"2014Q3","Croatia","Seasonally adjusted data","Total","Total","16.3"
"1995Q1","Italy","Seasonally adjusted data","Total","Total","11.3"
"1995Q2","Italy","Seasonally adjusted data","Total","Total","11.1"
"1995Q3","Italy","Seasonally adjusted data","Total","Total","11.2"
"1995Q4","Italy","Seasonally adjusted data","Total","Total","11.1"
"1996Q1","Italy","Seasonally adjusted data","Total","Total","11.0"
"1996Q2","Italy","Seasonally adjusted data","Total","Total","11.3"
"1996Q3","Italy","Seasonally adjusted data","Total","Total","11.1"
"1996Q4","Italy","Seasonally adjusted data","Total","Total","11.2"
"1997Q1","Italy","Seasonally adjusted data","Total","Total","11.2"
"1997Q2","Italy","Seasonally adjusted data","Total","Total","11.4"
"1997Q3","Italy","Seasonally adjusted data","Total","Total","11.0"
"1997Q4","Italy","Seasonally adjusted data","Total","Total","11.3"
"1998Q1","Italy","Seasonally adjusted data","Total","Total","11.1"
"1998Q2","Italy","Seasonally adjusted data","Total","Total","11.5"
"1998Q3","Italy","Seasonally adjusted data","Total","Total","11.3"
"1998Q4","Italy","Seasonally adjusted data","Total","Total","11.4"
"1999Q1","Italy","Seasonally adjusted data","Total","Total","11.1"
"1999Q2","Italy","Seasonally adjusted data","Total","Total","11.1"
"1999Q3","Italy","Seasonally adjusted data","Total","Total","10.9"
"1999Q4","Italy","Seasonally adjusted data","Total","Total","10.7"
"2000Q1","Italy","Seasonally adjusted data","Total","Total","10.6"
"2000Q2","Italy","Seasonally adjusted data","Total","Total","10.3"
"2000Q3","Italy","Seasonally adjusted data","Total","Total","10.0"
"2000Q4","Italy","Seasonally adjusted data","Total","Total","9.6"
"2001Q1","Italy","Seasonally adjusted data","Total","Total","9.4"
"2001Q2","Italy","Seasonally adjusted data","Total","Total","9.1"
"2001Q3","Italy","Seasonally adjusted data","Total","Total","9.0"
"2001Q4","Italy","Seasonally adjusted data","Total","Total","8.9"
"2002Q1","Italy","Seasonally adjusted data","Total","Total","8.5"
"2002Q2","Italy","Seasonally adjusted data","Total","Total","8.8"
"2002Q3","Italy","Seasonally adjusted data","Total","Total","8.6"
"2002Q4","Italy","Seasonally adjusted data","Total","Total","8.4"
"2003Q1","Italy","Seasonally adjusted data","Total","Total","8.7"
"2003Q2","Italy","Seasonally adjusted data","Total","Total","8.5"
"2003Q3","Italy","Seasonally adjusted data","Total","Total","8.4"
"2003Q4","Italy","Seasonally adjusted data","Total","Total","8.2"
"2004Q1","Italy","Seasonally adjusted data","Total","Total","8.2"
"2004Q2","Italy","Seasonally adjusted data","Total","Total","8.0"
"2004Q3","Italy","Seasonally adjusted data","Total","Total","7.9"
"2004Q4","Italy","Seasonally adjusted data","Total","Total","7.9"
"2005Q1","Italy","Seasonally adjusted data","Total","Total","7.9"
"2005Q2","Italy","Seasonally adjusted data","Total","Total","7.7"
"2005Q3","Italy","Seasonally adjusted data","Total","Total","7.6"
"2005Q4","Italy","Seasonally adjusted data","Total","Total","7.6"
"2006Q1","Italy","Seasonally adjusted data","Total","Total","7.3"
"2006Q2","Italy","Seasonally adjusted data","Total","Total","6.8"
"2006Q3","Italy","Seasonally adjusted data","Total","Total","6.6"
"2006Q4","Italy","Seasonally adjusted data","Total","Total","6.5"
"2007Q1","Italy","Seasonally adjusted data","Total","Total","6.0"
"2007Q2","Italy","Seasonally adjusted data","Total","Total","6.0"
"2007Q3","Italy","Seasonally adjusted data","Total","Total","6.2"
"2007Q4","Italy","Seasonally adjusted data","Total","Total","6.3"
"2008Q1","Italy","Seasonally adjusted data","Total","Total","6.5"
"2008Q2","Italy","Seasonally adjusted data","Total","Total","6.9"
"2008Q3","Italy","Seasonally adjusted data","Total","Total","6.9"
"2008Q4","Italy","Seasonally adjusted data","Total","Total","6.9"
"2009Q1","Italy","Seasonally adjusted data","Total","Total","7.3"
"2009Q2","Italy","Seasonally adjusted data","Total","Total","7.5"
"2009Q3","Italy","Seasonally adjusted data","Total","Total","8.1"
"2009Q4","Italy","Seasonally adjusted data","Total","Total","8.2"
"2010Q1","Italy","Seasonally adjusted data","Total","Total","8.5"
"2010Q2","Italy","Seasonally adjusted data","Total","Total","8.5"
"2010Q3","Italy","Seasonally adjusted data","Total","Total","8.3"
"2010Q4","Italy","Seasonally adjusted data","Total","Total","8.3"
"2011Q1","Italy","Seasonally adjusted data","Total","Total","7.9"
"2011Q2","Italy","Seasonally adjusted data","Total","Total","8.0"
"2011Q3","Italy","Seasonally adjusted data","Total","Total","8.6"
"2011Q4","Italy","Seasonally adjusted data","Total","Total","9.2"
"2012Q1","Italy","Seasonally adjusted data","Total","Total","10.0"
"2012Q2","Italy","Seasonally adjusted data","Total","Total","10.6"
"2012Q3","Italy","Seasonally adjusted data","Total","Total","10.8"
"2012Q4","Italy","Seasonally adjusted data","Total","Total","11.3"
"2013Q1","Italy","Seasonally adjusted data","Total","Total","11.9"
"2013Q2","Italy","Seasonally adjusted data","Total","Total","12.2"
"2013Q3","Italy","Seasonally adjusted data","Total","Total","12.3"
"2013Q4","Italy","Seasonally adjusted data","Total","Total","12.5"
"2014Q1","Italy","Seasonally adjusted data","Total","Total","12.6"
"2014Q2","Italy","Seasonally adjusted data","Total","Total","12.5"
"2014Q3","Italy","Seasonally adjusted data","Total","Total",":"
"1995Q1","Cyprus","Seasonally adjusted data","Total","Total",":"
"1995Q2","Cyprus","Seasonally adjusted data","Total","Total",":"
"1995Q3","Cyprus","Seasonally adjusted data","Total","Total",":"
"1995Q4","Cyprus","Seasonally adjusted data","Total","Total",":"
"1996Q1","Cyprus","Seasonally adjusted data","Total","Total",":"
"1996Q2","Cyprus","Seasonally adjusted data","Total","Total",":"
"1996Q3","Cyprus","Seasonally adjusted data","Total","Total",":"
"1996Q4","Cyprus","Seasonally adjusted data","Total","Total",":"
"1997Q1","Cyprus","Seasonally adjusted data","Total","Total",":"
"1997Q2","Cyprus","Seasonally adjusted data","Total","Total",":"
"1997Q3","Cyprus","Seasonally adjusted data","Total","Total",":"
"1997Q4","Cyprus","Seasonally adjusted data","Total","Total",":"
"1998Q1","Cyprus","Seasonally adjusted data","Total","Total",":"
"1998Q2","Cyprus","Seasonally adjusted data","Total","Total",":"
"1998Q3","Cyprus","Seasonally adjusted data","Total","Total",":"
"1998Q4","Cyprus","Seasonally adjusted data","Total","Total",":"
"1999Q1","Cyprus","Seasonally adjusted data","Total","Total",":"
"1999Q2","Cyprus","Seasonally adjusted data","Total","Total",":"
"1999Q3","Cyprus","Seasonally adjusted data","Total","Total",":"
"1999Q4","Cyprus","Seasonally adjusted data","Total","Total",":"
"2000Q1","Cyprus","Seasonally adjusted data","Total","Total","5.0"
"2000Q2","Cyprus","Seasonally adjusted data","Total","Total","5.0"
"2000Q3","Cyprus","Seasonally adjusted data","Total","Total","4.8"
"2000Q4","Cyprus","Seasonally adjusted data","Total","Total","4.5"
